date,value
2010-01-04,5.43
2010-01-05,5.35
2010-01-06,5.38
2010-01-07,5.29
2010-01-08,5.36
2010-01-11,5.38
2010-01-12,5.37
2010-01-13,5.36
2010-01-14,5.34
2010-01-15,5.36
2010-01-18,5.39
2010-01-19,5.34
2010-01-20,5.34
2010-01-21,5.34
2010-01-22,5.33
2010-01-25,5.35
2010-01-26,5.31
2010-01-27,5.33
2010-01-28,5.38
2010-01-29,5.34
2010-02-01,5.36
2010-02-02,5.34
2010-02-03,5.35
2010-02-04,5.36
2010-02-05,5.32
2010-02-08,5.35
2010-02-09,5.36
2010-02-10,5.36
2010-02-11,5.31
2010-02-12,5.29
2010-02-16,5.3
2010-02-17,5.3
2010-02-18,5.29
2010-02-19,5.31
2010-02-22,5.3
2010-02-23,5.27
2010-02-24,5.22
2010-02-25,5.13
2010-02-26,5.14
2010-03-02,5.14
2010-03-03,5.11
2010-03-04,5.06
2010-03-05,5.04
2010-03-08,5.04
2010-03-09,5.03
2010-03-10,5.01
2010-03-11,4.89
2010-03-12,4.84
2010-03-15,4.85
2010-03-16,4.83
2010-03-17,4.79
2010-03-18,4.74
2010-03-19,4.72
2010-03-22,4.68
2010-03-23,4.81
2010-03-24,4.94
2010-03-25,4.86
2010-03-26,4.91
2010-03-29,4.98
2010-03-30,4.99
2010-03-31,4.95
2010-04-01,4.91
2010-04-02,4.93
2010-04-05,4.96
2010-04-06,4.94
2010-04-07,4.88
2010-04-08,4.81
2010-04-09,4.83
2010-04-12,4.94
2010-04-13,4.95
2010-04-14,4.98
2010-04-15,4.97
2010-04-16,4.93
2010-04-19,4.94
2010-04-20,4.94
2010-04-21,4.97
2010-04-22,4.94
2010-04-23,4.91
2010-04-26,4.9
2010-04-27,4.84
2010-04-28,4.83
2010-04-29,4.81
2010-04-30,4.82
2010-05-03,4.86
2010-05-04,4.86
2010-05-06,4.93
2010-05-07,4.89
2010-05-10,4.96
2010-05-11,4.9
2010-05-12,4.97
2010-05-13,4.98
2010-05-14,4.99
2010-05-17,5.04
2010-05-18,5.04
2010-05-19,5.03
2010-05-20,5.0
2010-05-24,4.94
2010-05-25,4.92
2010-05-26,4.96
2010-05-27,4.93
2010-05-28,4.94
2010-05-31,4.93
2010-06-01,4.89
2010-06-03,4.9
2010-06-04,4.91
2010-06-07,4.88
2010-06-08,4.9
2010-06-09,4.89
2010-06-10,4.92
2010-06-11,4.94
2010-06-14,4.94
2010-06-15,4.92
2010-06-16,4.9
2010-06-17,4.9
2010-06-18,4.91
2010-06-21,4.98
2010-06-22,4.99
2010-06-23,4.99
2010-06-24,4.98
2010-06-25,4.99
2010-06-28,4.99
2010-06-29,4.96
2010-06-30,4.95
2010-07-01,4.92
2010-07-02,4.91
2010-07-05,4.92
2010-07-06,4.91
2010-07-07,4.93
2010-07-08,4.96
2010-07-09,4.94
2010-07-12,4.95
2010-07-13,4.94
2010-07-14,4.94
2010-07-15,4.91
2010-07-16,4.91
2010-07-19,4.91
2010-07-20,4.91
2010-07-21,4.91
2010-07-22,4.89
2010-07-23,4.9
2010-07-26,4.89
2010-07-27,4.87
2010-07-28,4.87
2010-07-29,4.84
2010-07-30,4.84
2010-08-02,4.86
2010-08-03,4.85
2010-08-04,4.82
2010-08-05,4.84
2010-08-06,4.85
2010-08-09,4.85
2010-08-10,4.84
2010-08-11,4.8
2010-08-12,4.76
2010-08-13,4.75
2010-08-16,4.75
2010-08-17,4.75
2010-08-18,4.7
2010-08-19,4.61
2010-08-20,4.52
2010-08-23,4.53
2010-08-24,4.54
2010-08-25,4.54
2010-08-26,4.47
2010-08-27,4.43
2010-08-30,4.44
2010-08-31,4.38
2010-09-01,4.42
2010-09-02,4.38
2010-09-03,4.43
2010-09-06,4.49
2010-09-07,4.43
2010-09-08,4.37
2010-09-09,4.21
2010-09-10,4.24
2010-09-13,4.24
2010-09-14,4.23
2010-09-15,4.24
2010-09-16,4.19
2010-09-17,4.25
2010-09-20,4.3
2010-09-24,4.25
2010-09-27,4.21
2010-09-28,4.2
2010-09-29,4.13
2010-09-30,4.11
2010-10-01,4.0
2010-10-04,4.01
2010-10-05,3.98
2010-10-06,4.0
2010-10-07,4.0
2010-10-08,3.99
2010-10-11,4.06
2010-10-12,4.04
2010-10-13,4.07
2010-10-14,3.91
2010-10-15,3.92
2010-10-18,3.97
2010-10-19,4.08
2010-10-20,4.14
2010-10-21,4.18
2010-10-22,4.22
2010-10-25,4.3
2010-10-26,4.33
2010-10-27,4.39
2010-10-28,4.26
2010-10-29,4.36
2010-11-01,4.39
2010-11-02,4.45
2010-11-03,4.44
2010-11-04,4.5
2010-11-05,4.53
2010-11-08,4.57
2010-11-09,4.58
2010-11-10,4.5
2010-11-11,4.52
2010-11-12,4.54
2010-11-15,4.57
2010-11-16,4.46
2010-11-17,4.44
2010-11-18,4.44
2010-11-19,4.48
2010-11-22,4.49
2010-11-23,4.56
2010-11-24,4.48
2010-11-25,4.43
2010-11-26,4.47
2010-11-29,4.42
2010-11-30,4.38
2010-12-01,4.36
2010-12-02,4.37
2010-12-03,4.36
2010-12-06,4.32
2010-12-07,4.31
2010-12-08,4.37
2010-12-09,4.38
2010-12-10,4.36
2010-12-13,4.47
2010-12-14,4.48
2010-12-15,4.58
2010-12-16,4.55
2010-12-17,4.57
2010-12-20,4.55
2010-12-21,4.49
2010-12-22,4.47
2010-12-23,4.47
2010-12-24,4.49
2010-12-27,4.51
2010-12-28,4.53
2010-12-29,4.53
2010-12-30,4.52
2010-12-31,4.52
2011-01-03,4.57
2011-01-04,4.59
2011-01-05,4.63
2011-01-06,4.7
2011-01-07,4.71
2011-01-10,4.72
2011-01-11,4.7
2011-01-12,4.65
2011-01-13,4.71
2011-01-14,4.69
2011-01-17,4.69
2011-01-18,4.67
2011-01-19,4.72
2011-01-20,4.71
2011-01-21,4.73
2011-01-24,4.76
2011-01-25,4.76
2011-01-26,4.73
2011-01-27,4.71
2011-01-28,4.71
2011-01-31,4.72
2011-02-01,4.72
2011-02-07,4.8
2011-02-08,4.81
2011-02-09,4.82
2011-02-10,4.79
2011-02-11,4.81
2011-02-14,4.83
2011-02-15,4.82
2011-02-16,4.82
2011-02-17,4.82
2011-02-18,4.8
2011-02-21,4.76
2011-02-22,4.68
2011-02-23,4.71
2011-02-24,4.67
2011-02-25,4.66
2011-02-28,4.67
2011-03-02,4.68
2011-03-03,4.71
2011-03-04,4.71
2011-03-07,4.7
2011-03-08,4.68
2011-03-09,4.63
2011-03-10,4.49
2011-03-11,4.44
2011-03-14,4.35
2011-03-15,4.27
2011-03-16,4.37
2011-03-17,4.41
2011-03-18,4.46
2011-03-21,4.5
2011-03-22,4.5
2011-03-23,4.49
2011-03-24,4.47
2011-03-25,4.48
2011-03-28,4.47
2011-03-29,4.47
2011-03-30,4.49
2011-03-31,4.48
2011-04-01,4.46
2011-04-04,4.45
2011-04-05,4.44
2011-04-06,4.46
2011-04-07,4.45
2011-04-08,4.48
2011-04-11,4.49
2011-04-12,4.49
2011-04-13,4.5
2011-04-14,4.5
2011-04-15,4.49
2011-04-18,4.45
2011-04-19,4.44
2011-04-20,4.45
2011-04-21,4.48
2011-04-22,4.5
2011-04-25,4.52
2011-04-26,4.53
2011-04-27,4.54
2011-04-28,4.52
2011-04-29,4.48
2011-05-02,4.47
2011-05-03,4.47
2011-05-04,4.47
2011-05-06,4.43
2011-05-09,4.44
2011-05-11,4.41
2011-05-12,4.34
2011-05-13,4.37
2011-05-16,4.35
2011-05-17,4.34
2011-05-18,4.33
2011-05-19,4.33
2011-05-20,4.33
2011-05-23,4.27
2011-05-24,4.26
2011-05-25,4.22
2011-05-26,4.26
2011-05-27,4.24
2011-05-30,4.21
2011-05-31,4.23
2011-06-01,4.28
2011-06-02,4.21
2011-06-03,4.21
2011-06-07,4.2
2011-06-08,4.19
2011-06-09,4.22
2011-06-10,4.25
2011-06-13,4.25
2011-06-14,4.27
2011-06-15,4.27
2011-06-16,4.2
2011-06-17,4.24
2011-06-20,4.24
2011-06-21,4.25
2011-06-22,4.24
2011-06-23,4.23
2011-06-24,4.26
2011-06-27,4.25
2011-06-28,4.26
2011-06-29,4.29
2011-06-30,4.29
2011-07-01,4.33
2011-07-04,4.33
2011-07-05,4.29
2011-07-06,4.31
2011-07-07,4.31
2011-07-08,4.34
2011-07-11,4.31
2011-07-12,4.2
2011-07-13,4.18
2011-07-14,4.19
2011-07-15,4.17
2011-07-18,4.15
2011-07-19,4.15
2011-07-20,4.17
2011-07-21,4.17
2011-07-22,4.18
2011-07-25,4.19
2011-07-26,4.23
2011-07-27,4.23
2011-07-28,4.19
2011-07-29,4.2
2011-08-01,4.24
2011-08-02,4.21
2011-08-03,4.15
2011-08-04,4.12
2011-08-05,4.01
2011-08-08,4.06
2011-08-09,4.08
2011-08-10,3.94
2011-08-11,3.92
2011-08-12,3.9
2011-08-16,3.92
2011-08-17,3.94
2011-08-18,3.93
2011-08-19,3.84
2011-08-22,3.86
2011-08-23,3.89
2011-08-24,3.84
2011-08-25,3.84
2011-08-26,3.87
2011-08-29,3.88
2011-08-30,3.84
2011-08-31,3.86
2011-09-01,3.81
2011-09-02,3.79
2011-09-05,3.63
2011-09-06,3.63
2011-09-07,3.7
2011-09-08,3.64
2011-09-09,3.6
2011-09-14,3.55
